,Timestamp,absolute_distance_x,absolute_distance_y
0,33.24150366,24.2421875,-9.6640625
1,33.33595952,24.234375,-9.6640625
2,33.42972533,24.25,-9.625
3,33.52276921,24.25,-9.625
4,33.61871549,24.265625,-9.5703125
5,33.71547368,24.2265625,-9.609375
6,33.81275482,24.1875,-9.6171875
7,33.91177878,24.1484375,-9.640625
8,34.00865996,24.1015625,-9.65625
9,34.10609708,24.046875,-9.6953125
10,34.20280928,24.0078125,-9.703125
11,34.30003442,23.9609375,-9.6953125
12,34.39529477,23.921875,-9.6875
13,34.49498853,23.8671875,-9.71875
14,34.59044168,23.828125,-9.6796875
15,34.68705797,23.7734375,-9.703125
16,34.7840153,23.7265625,-9.6875
17,34.88199575,23.6953125,-9.6484375
18,34.97947714,23.65625,-9.609375
19,35.07691152,23.625,-9.5703125
20,35.17399987,23.65625,-9.5390625
21,35.26958304,23.6875,-9.5078125
22,35.36691741,23.6484375,-9.484375
23,35.46439965,23.671875,-9.453125
24,35.56279068,23.703125,-9.40625
25,35.66178378,23.7265625,-9.40625
26,35.76033584,23.6796875,-9.40625
27,35.85745373,23.6328125,-9.40625
28,35.95469263,23.59375,-9.40625
29,36.05111645,0.0,0.0
30,36.14772528,0.0,0.0
31,36.24499419,0.0,0.0
32,36.34247713,0.0,0.0
33,36.44078008,36.3359375,-9.4921875
34,36.53955946,36.328125,-9.515625
35,36.63787579,36.328125,-9.515625
36,36.73644914,36.328125,-9.5703125
37,36.83402539,36.3203125,-9.578125
38,36.93292878,36.34375,-9.46875
39,37.02924889,36.3515625,-9.4296875
40,37.12533499,36.375,-9.3359375
41,37.22271922,36.375,-9.3125
42,37.31860629,36.3828125,-9.265625
43,37.41643956,36.3828125,-9.2890625
44,37.51311938,36.375,-9.3359375
45,37.61123549,36.3671875,-9.3671875
46,37.70954061,36.375,-9.3125
47,37.80781673,36.3671875,-9.3671875
48,37.90438466,36.375,-9.328125
49,38.00178369,36.3828125,-9.234375
50,38.10014982,36.3828125,-9.234375
51,38.19873598,36.375,-9.2578125
52,38.29560994,0.0,0.0
53,38.39256191,42.5234375,-9.2734375
54,38.48997618,42.5625,-9.1796875
55,38.58919312,42.546875,-9.2265625
56,38.68567678,0.0,0.0
57,38.78309553,0.0,0.0
58,38.87996123,0.0,0.0
59,38.97880013,0.0,0.0
60,39.07716198,0.0,0.0
61,39.17690497,0.0,0.0
62,39.27224252,0.0,0.0
63,39.36804211,0.0,0.0
64,39.46577553,0.0,0.0
65,39.56269102,0.0,0.0
66,39.65978652,0.0,0.0
67,39.75720407,0.0,0.0
68,39.8544706,0.0,0.0
69,39.94922883,0.0,0.0
70,40.04657137,0.0,0.0
71,40.14370288,0.0,0.0
72,40.24026833,0.0,0.0
73,40.33761086,0.0,0.0
