,Timestamp,absolute_distance_x,absolute_distance_y
0,33.24150366,42.6171875,-9.0078125
1,33.33595952,42.6171875,-9.0078125
2,33.42972533,42.6015625,-9.0625
3,33.52276921,42.59375,-9.109375
4,33.61871549,42.59375,-9.1171875
5,33.71547368,42.6015625,-9.1328125
6,33.81275482,42.59375,-9.1640625
7,33.91177878,42.59375,-9.140625
8,34.00865996,42.59375,-9.1171875
9,34.10609708,42.59375,-9.1171875
10,34.20280928,42.59375,-9.1015625
11,34.30003442,42.578125,-9.1640625
12,34.39529477,42.5859375,-9.1640625
13,34.49498853,42.59375,-9.140625
14,34.59044168,42.5859375,-9.2109375
15,34.68705797,42.59375,-9.1484375
16,34.7840153,42.5859375,-9.1796875
17,34.88199575,42.5859375,-9.171875
18,34.97947714,42.6015625,-9.1015625
19,35.07691152,42.6015625,-9.078125
20,35.17399987,42.6015625,-9.03125
21,35.26958304,42.625,-9.015625
22,35.36691741,42.609375,-9.0546875
23,35.46439965,42.6328125,-9.0234375
24,35.56279068,42.6171875,-9.109375
25,35.66178378,42.578125,-9.2109375
26,35.76033584,42.5859375,-9.1796875
27,35.85745373,42.5859375,-9.234375
28,35.95469263,42.609375,-9.203125
29,36.05111645,42.5625,-9.2890625
30,36.14772528,42.515625,-9.3515625
31,36.24499419,42.515625,-9.453125
32,36.34247713,42.5390625,-9.4609375
33,36.44078008,42.5625,-9.375
34,36.53955946,42.5859375,-9.3125
35,36.63787579,42.6171875,-9.1953125
36,36.73644914,42.6328125,-9.171875
37,36.83402539,42.640625,-9.171875
38,36.93292878,42.625,-9.234375
39,37.02924889,42.578125,-9.296875
40,37.12533499,42.5625,-9.34375
41,37.22271922,42.5078125,-9.4453125
42,37.31860629,42.4765625,-9.5
43,37.41643956,0.0,0.0
44,37.51311938,0.0,0.0
45,37.61123549,0.0,0.0
46,37.70954061,45.046875,-10.484375
47,37.80781673,45.0390625,-10.515625
48,37.90438466,45.078125,-10.4140625
49,38.00178369,45.0703125,-10.4140625
50,38.10014982,45.109375,-10.2734375
51,38.19873598,45.140625,-10.2265625
52,38.29560994,45.109375,-10.3359375
53,38.39256191,45.0625,-10.4140625
54,38.48997618,45.0390625,-10.5
55,38.58919312,45.0234375,-10.5078125
56,38.68567678,45.0,-10.5859375
57,38.78309553,44.96875,-10.6953125
58,38.87996123,44.9375,-10.7578125
59,38.97880013,44.9765625,-10.71875
60,39.07716198,44.9375,-10.8515625
61,39.17690497,44.9140625,-10.90625
62,39.27224252,44.890625,-10.9921875
63,39.36804211,44.8828125,-10.9609375
64,39.46577553,44.8671875,-10.9609375
65,39.56269102,44.859375,-10.9921875
66,39.65978652,44.859375,-10.921875
67,39.75720407,44.84375,-10.921875
68,39.8544706,44.8203125,-10.96875
69,39.94922883,44.8046875,-11.015625
70,40.04657137,44.8125,-10.8515625
71,40.14370288,44.78125,-10.7109375
72,40.24026833,44.765625,-10.71875
73,40.33761086,44.7578125,-10.7421875
74,40.43427431,44.7421875,-10.7890625
75,40.52990111,44.7578125,-10.53125
76,40.62762115,44.7578125,-10.453125
77,40.72474813,44.765625,-10.3828125
78,40.82077098,44.8125,-10.09375
79,40.91775794,44.8203125,-10.125
80,41.01400082,44.8125,-10.1171875
81,41.11128581,44.7734375,-10.0625
82,41.2085308,0.0,0.0
83,41.30605482,65.0,-0.375
84,41.40316979,65.0234375,-0.3671875
85,41.50069501,65.0703125,-0.359375
86,41.59760025,65.1015625,-0.359375
87,41.69664374,65.4296875,-0.3203125
88,41.79297791,65.4609375,-0.3203125
89,41.8903072,0.0,0.0
90,41.98650535,0.0,0.0
91,42.08394165,0.0,0.0
92,42.181794,80.4765625,-11.3515625
93,42.27903028,80.484375,-11.40625
94,42.3749504,80.5078125,-11.2421875
95,42.47226459,80.1484375,-11.3984375
96,42.56916368,80.203125,-11.46875
97,42.66425679,80.2265625,-11.609375
98,42.76037589,80.0078125,-11.6015625
99,42.855661,80.03125,-11.6796875
100,42.9513741,79.859375,-11.7578125
101,43.04798919,79.9140625,-11.7734375
102,43.14414829,79.9765625,-11.734375
103,43.23993939,79.8046875,-11.734375
104,43.33654648,79.8671875,-11.75
105,43.43366977,79.921875,-11.7421875
106,43.530729,79.9609375,-11.8125
107,43.62825127,79.7578125,-11.8046875
108,43.72496447,79.59375,-11.8203125
109,43.82206471,79.671875,-11.875
110,43.91952797,79.75,-11.9609375
111,44.01750828,79.8203125,-11.9453125
112,44.11489154,79.671875,-11.875
113,44.21336089,79.7421875,-11.96875
114,44.31000209,79.8125,-11.9609375
115,44.4067583,79.8828125,-11.9921875
116,44.50369619,79.9296875,-11.9375
117,44.60215108,79.7734375,-11.859375
118,44.6995819,79.8671875,-11.84375
119,44.79639366,79.9296875,-11.84375
120,44.89329643,79.8828125,-11.65625
121,44.99037622,79.6953125,-11.6796875
122,45.08531583,79.5703125,-11.609375
123,45.1822276,79.546875,-11.625
124,45.27928338,79.65625,-11.6328125
125,45.37728624,79.71875,-11.6875
126,45.47557392,79.8046875,-11.7265625
127,45.57379434,79.84375,-11.859375
128,45.67141572,79.90625,-11.84375
129,45.76889409,79.9609375,-11.7890625
130,45.86665148,80.0,-11.796875
131,45.96277374,79.828125,-11.7265625
132,46.05998409,79.671875,-11.6953125
133,46.15730044,79.7265625,-11.765625
134,46.25427277,79.8125,-11.71875
135,46.35140011,79.8828125,-11.671875
136,46.44857406,79.9375,-11.6953125
137,46.54660815,79.9921875,-11.7265625
138,46.64405221,80.0390625,-11.7109375
139,46.74047023,80.0859375,-11.6328125
140,46.83712225,80.125,-11.65625
141,46.93500234,80.15625,-11.703125
142,47.03201038,80.1953125,-11.6875
143,47.12885341,80.2265625,-11.6796875
144,47.22367634,80.25,-11.640625
145,47.32028636,80.265625,-11.625
146,47.41629035,80.265625,-11.65625
147,47.51380813,80.296875,-11.5625
148,47.60835402,80.3125,-11.578125
149,47.70360496,80.328125,-11.5390625
150,47.79920592,80.3515625,-11.4765625
151,47.89728207,80.359375,-11.484375
152,47.99494418,80.3828125,-11.3984375
153,48.09252829,80.390625,-11.4140625
154,48.18837527,80.3984375,-11.3515625
155,48.28566136,80.3359375,-11.4453125
156,48.38253141,80.296875,-11.4296875
157,48.48010307,80.2890625,-11.46875
158,48.57790732,80.234375,-11.453125
159,48.67592458,80.20565025789062,-11.359375
160,48.77374382,80.15367886539063,-11.3984375
161,48.87099701,80.20142966289063,-11.359375
162,48.96769316,80.15163361308593,-11.375
163,49.06370225,80.04401173777343,-11.3125
164,49.16114447,79.99727950597656,-11.3828125
165,49.2589087,79.9731758803125,-11.390625
166,49.357319,79.91172858929687,-11.5078125
167,49.45586778,79.90685863851563,-11.5390625
168,49.55518302,79.84892051867187,-11.578125
169,49.65253514,79.79824886992188,-11.578125
170,49.74985426,79.59147008648438,-11.515625
171,49.84701437,79.469121133125,-11.3984375
172,49.94247437,79.30566816350547,-11.304700829769025
173,50.03646027,79.29117501879354,-11.226604411824416
174,50.1322483,79.253208475943,-11.273512025924443
175,50.22880436,79.14944314008225,-11.250073910693839
176,50.32491141,79.19136166019794,-11.320385738255258
177,50.42124446,79.12924268103215,-11.36721659988825
178,50.51743698,79.09415710667862,-11.304622871311079
179,50.61348868,79.03063241812696,-11.327911713579983
180,50.70804426,79.09062454694616,-11.335519645550681
181,50.80327589,78.93175659305123,-11.405567332476851
182,50.90060668,78.98022473173135,-11.49116854969334
183,50.99495024,78.82567835181202,-11.514183693138396
184,51.08970884,78.81154244404512,-11.662097507361073
185,51.18447743,78.74122273466106,-11.78646970144732
186,51.28050512,78.65091511997824,-11.84821714646197
187,51.37686184,78.62401375667831,-11.972338742955682
188,51.47433552,78.58567043255397,-11.99475170662183
189,51.57387018,78.65781851317885,-11.985774628503846
190,51.67407089,78.56386328747224,-11.984552580710071
191,51.77132238,78.62048037609851,-11.819259001310112
192,51.86846386,78.51134369445239,-11.778860162051329
193,51.9651993,78.59753396973197,-11.83217611915417
194,52.06231378,78.4588897885109,-11.65107416534713
195,52.15755811,78.53182389608183,-11.384031829436976
196,52.25319347,78.37840104321603,-11.234140930447909
197,52.34996892,78.42162235847165,-11.115371620363803
198,52.44636102,78.34229269422026,-11.191903151916772
199,52.54290532,78.40901914694602,-11.041846329078984
200,52.63953062,78.44893281619173,-10.92301838323275
201,52.73634993,78.36832035751866,-10.819794139882246
202,52.83208719,78.27786399276133,-10.747829566875232
203,52.9269744,78.34280012545449,-10.69930657593938
204,53.02234663,78.34068347746266,-10.66639306737478
205,53.12096104,78.23556999407089,-10.789662005305214
206,53.22084653,78.35623460471759,-10.920709986565441
207,53.31756583,78.22560695368408,-11.075238810303325
208,53.41192101,78.3401959355215,-11.182915404871487
209,53.50771477,78.14365388770118,-11.009298291796641
210,53.60049625,78.19776499448984,-10.937135104983584
211,53.69602087,78.25914858353606,-10.79443763068171
212,53.78897435,78.18128661702107,-10.761054405747759
213,53.87910771,78.21833224269781,-10.837013533738409
214,53.97728145,78.14778098796265,-10.826738338088132
215,54.07488816,78.25580625373162,-11.1367826508927
216,54.17462798,78.13131904332636,-11.298166806182989
217,54.27285872,78.23042779039761,-11.678320877296578
218,54.37240953,78.08757923434234,-11.581749442971503
219,54.47133978,78.2179674737959,-11.672568988790285
220,54.5701902,78.02067628978033,-11.864837946556998
221,54.6675895,78.1392839087771,-11.70546906464984
222,54.76716498,77.94845776942729,-11.874140328762408
223,54.86491231,78.04772936850331,-11.894426955387779
224,54.96269664,77.89010443140137,-11.820847733433073
225,55.05993392,77.98135390140575,-11.872277593289905
226,55.15755023,77.79407108693404,-11.892435525342874
227,55.25329039,77.88134803936714,-11.967334937335178
228,55.34776244,77.71406785306284,-11.8313336184608
229,55.44176047,77.77991395990341,-12.023467374739159
230,55.53716579,77.7512138935609,-11.934294520001048
231,55.63280714,77.74843770597529,-11.81385160399264
232,55.73224582,77.71597124200316,-11.810457533571903
233,55.82760615,77.68224949653937,-11.822824661181627
234,55.92456061,77.78103510765186,-11.928881215916418
235,56.02607147,77.6503377913528,-11.97215723535473
236,56.12469008,77.7577227575937,-12.109282586351407
237,56.21725916,77.59788652483141,-12.176304087732856
238,56.30844212,77.6590565003721,-12.071496899585656
239,56.40174526,77.45584083627398,-12.16973926616978
240,56.49473612,77.54816692926555,-12.221117745040832
241,56.58868543,77.48015553560808,-12.116215176743472
242,56.68156263,77.44627079260957,-11.96447874766665
243,56.77664705,77.39798336314249,-11.882979515402734
244,56.87228653,77.33643419299695,-11.871773085891252
245,56.96704692,77.43446436263059,-11.876229022535886
246,57.0607832,77.46527649017881,-11.82608742863649
247,57.15687872,77.37254303109066,-12.018108540900492
248,57.25282823,77.37294203914533,-12.429046839373628
249,57.35067192,77.06105637785886,-12.519610961658442
250,57.44524427,77.13300534245245,-12.547839840365105
251,57.54317183,77.00078053204241,-12.74002114806588
252,57.63780307,77.07297862183776,-12.89324814552678
253,57.73073514,76.95085163653854,-12.843401681906782
254,57.82338419,77.04663817262758,-12.809186534877139
255,57.91626126,77.15829051263222,-12.892157069439147
256,58.01101851,76.99664666859627,-12.951630041500504
257,58.10231242,77.11758366560136,-12.97219764250321
258,58.19583355,76.95144159424478,-13.063005016919739
259,58.28757351,77.00467148085494,-13.06011577508721
260,58.38161769,77.04460588132362,-13.135276237297942
261,58.47698471,76.83308956396979,-12.890076968605396
262,58.57379853,76.83085262857159,-12.894832008782474
263,58.6678151,76.60614652394013,-13.048110161943306
264,58.76085758,76.69796820483036,-12.974751519323071
265,58.85881351,76.38885317663863,-12.877687835642208
266,58.95578334,76.38022193219706,-12.819552003294053
267,59.05522941,76.08487895509295,-12.933093586609278
268,59.15519352,76.07259959559144,-12.773006533794067
269,59.25531164,75.88128507752478,-12.8469923520235
270,59.35459769,75.93604162051955,-12.834903509326185
271,59.45591683,75.77287401746563,-12.908487166526447
272,59.55503138,75.81869903188465,-13.01330661350269
273,59.65547899,75.5959605411528,-13.219519897703863
274,59.75327647,75.67334475205655,-13.30868303958548
275,59.85549216,75.4795393420593,-13.327219499034877
276,59.95601077,75.61411834424626,-13.33009785786931
277,60.06023855,75.32642274601699,-13.371861386884873
278,60.16428133,75.37388567718286,-13.390196488550089
279,60.26913314,75.14350515206999,-13.392866914292338
280,60.37328691,74.82343427734858,-13.309643549372895
281,60.47632914,74.97525427791155,-13.30459959474069
282,60.57786151,74.78558493124898,-13.596554462658146
283,60.68190314,74.91157510764936,-13.669633058036622
284,60.78866604,74.7525762673699,-13.719137362480234
285,60.89258265,74.81594762872405,-13.745536595762484
286,60.99932656,74.77489231753256,-13.771794625027859
287,61.10280513,74.61806999918281,-13.790397333243867
288,61.20458752,74.75056317108698,-13.793458690670366
289,61.30554183,43.512375594347766,0.3206287976119344
290,61.40669016,67.3773578342861,-11.901084881606343
291,61.50902834,67.38839345893996,-11.693049488057005
292,61.61455037,67.54570845436206,-11.687860858843353
293,61.7176372,67.53727741964562,-11.714032610148198
294,61.81584961,67.3679472338808,-11.67794002533281
295,61.9161572,66.06727139418155,-13.212052078704106
296,62.01469164,66.31375324630147,-13.457073882984645
297,62.11192897,66.26528553121406,-13.655290739835431
298,62.20907228,66.36485649389267,-13.658199842431694
299,62.30897784,66.24176960947308,-13.668782017933301
300,62.4066382,66.35992175747688,-13.671655943696537
301,62.50584337,66.21940137597332,-13.666634639229182
302,62.60156985,66.22070792598575,-13.66959746062961
303,62.69913046,66.1821861665002,-13.664663930637822
304,62.79502195,161.50450774841727,-7.394180892329779
305,62.89582678,161.48916041184765,-7.560939564665346
306,62.99402142,50.68181331740473,0.40498634732528244
307,63.09499626,51.113291038074856,0.4102370597497063
308,63.19548506,51.54308288921881,0.41558647126468673
309,63.29628989,51.97461628199176,0.4212593372819628
310,63.39561761,52.40098620382518,0.4271634358691873
311,63.4984354,52.84273471115545,0.43358585139178635
312,63.5970793,53.26693025797989,0.44011785209447674
313,63.69801138,159.3732262315877,-7.951093867403732
314,63.79955651,159.0766911236306,-8.552446941350814
315,63.90095363,159.108414297775,-8.87930645304137
316,64.00138167,159.00350706012156,-9.345765250579188
317,64.10307281,159.12277176412024,-9.654308372012789
318,64.20325083,159.00107127787874,-10.16443155745436
319,64.30220575,159.07714202954793,-10.750810505452263
320,64.39971456,158.85667485976614,-11.639933955305578
321,64.49832297,158.94666266429036,-12.150977712726098
322,64.59431639,158.63494397628415,-13.339085487353405
323,64.68590043,158.63171604388396,-14.172990867518518
324,64.77601134,158.363709524851,-15.417667870255423
325,64.86621726,158.20515315022482,-16.50186172586568
326,64.95176277,158.13517634600663,-17.41932648078345
327,65.03047968,157.47203376090607,-19.507617413590623
328,65.09991877,59.74559877983997,0.770640375543327
329,65.16781473,60.0350640969105,0.8090739875148752
330,65.23505563,60.321300869153475,0.8502861464019164
331,65.2996013,60.59558531107981,0.893041641287576
332,65.36368292,60.8666494322563,0.9385037683112119
333,65.4238072,61.1204485826408,0.984181251849606
334,65.48331492,61.37111259971385,1.032255080296596
335,65.54465272,61.62888731478678,1.0848303115985012
336,65.6046274,61.879803901841825,1.1393275828539033
337,65.67591797,62.17610602417973,1.2077465521675332
338,65.73687273,62.42776180209541,1.270226142810515
339,65.79708543,62.6749747623349,1.3354355884721598
340,65.86160147,62.938544099980234,1.4091712565837344
341,65.92910774,63.212485643179875,1.4908073971253752
342,65.99854017,63.49191104660295,1.579584649070186
343,66.060404,63.73865891620722,1.6631202632884927
344,66.13057348,64.01660651655858,1.7625749700958224
345,66.19584958,64.27305112244098,1.8601021632561385
346,66.26002859,64.52313624062164,1.9605441919367437
347,66.3279879,64.78548490441742,2.071494164055762
348,66.38922768,65.0198945126554,2.1760750749802793
349,66.46357969,65.3018946105458,2.3080378374031665
350,66.53159844,183.29886661641206,14.340421526487896
351,66.59798106,183.0525155557138,11.976311725517165
352,66.67293639,183.2255450736083,9.618720343472848
353,66.74354036,183.22305806082278,7.250512095301301
354,66.81469638,183.10940474628262,4.9512629568131405
355,66.88962572,183.05970157024186,2.6970357797379205
356,66.96871641,183.02711883133583,1.0048137819676373
357,67.04848115,182.8580446369097,-1.156464632201824
358,67.129526,182.5702447113702,-4.495777071320709
359,67.21477621,182.53144051563086,-5.74799357803313
360,67.30139854,181.6844008235175,-10.583926182201289
361,67.38543964,181.22011346163083,-12.97447208316159
362,67.46648019,68.69245608031453,4.6487206871706075
363,67.54835839,156.44831354266304,9.576595516339797
364,67.6316887,156.2782189930937,6.404908043595534
365,67.71596307,155.96061708207412,4.233235384525937
366,67.80272664,155.8962593462595,2.2840513557962066
367,67.88781708,155.2620314025114,-1.9473064476744062
368,67.97303853,154.9840439863101,-4.065055890648785
369,68.06712365,154.55677074531837,-5.847429557600717
370,68.16115477,153.50445510824653,-9.809712528970724
371,68.26263945,152.8914275798325,-11.810055706508553
372,68.35723261,148.41535440160789,-6.496163218086834
373,68.45988384,148.1370476905551,-7.767033326028553
374,68.550807,147.59871323316935,-9.756099893042219
375,68.64612941,147.42601494392412,-10.564957120733006
376,68.73816063,147.26473545846758,-10.850319250744175
377,68.82872077,147.44563335512004,-10.501044746972813
378,68.91595372,147.42648880852516,-10.629117202027413
379,69.0038347,147.4639012469229,-10.63020316418013
380,69.09559891,147.622274385896,-10.054950789904842
381,69.18550701,147.630086885896,-9.961200789904842
382,69.26952777,147.59935630577397,-10.092807590593255
383,69.34954431,147.66185630577397,-9.905307590593255
384,69.43156397,147.73216880577397,-9.694370090593255
385,69.51300259,147.73998130577397,-9.741245090593255
386,69.59145704,147.74779380577397,-9.709995090593255
387,69.67166459,147.79466880577397,-9.491245090593255
388,69.7530072,147.76341880577397,-9.475620090593255
389,69.83423181,147.77123130577397,-9.514682590593255
390,69.9152104,147.77123130577397,-9.358432590593255
