,x,y,Timestamp,VehicleSpeed,YawRate,relative_distance_x,relative_distance_y,absolute_distance_x,absolute_distance_y,object_number
0,0.0,0.0,33.24150366,0.0,0.0,64.1484375,11.28125,64.1484375,11.28125,1
1,0.0,0.0,33.33595952,0.0,0.0,64.125,11.2734375,64.125,11.2734375,1
2,0.0,0.0,33.42972533,0.0,0.0,64.1484375,11.28125,64.1484375,11.28125,1
3,0.0,0.0,33.52276921,0.0,0.0,64.1328125,11.2890625,64.1328125,11.2890625,1
4,0.0,0.0,33.61871549,0.0,0.0,64.1328125,11.2890625,64.1328125,11.2890625,1
5,0.0,0.0,33.71547368,0.0,0.0,64.125,11.296875,64.125,11.296875,1
6,0.0,0.0,33.81275482,0.0,0.0,64.1171875,11.28125,64.1171875,11.28125,1
7,0.0,0.0,33.91177878,0.0,0.0,64.125,11.2734375,64.125,11.2734375,1
8,0.0,0.0,34.00865996,0.0,0.0,64.125,11.296875,64.125,11.296875,1
9,0.0,0.0,34.10609708,0.0,0.0,64.1015625,11.2890625,64.1015625,11.2890625,1
10,0.0,0.0,34.20280928,0.0,0.0,64.0859375,11.28125,64.0859375,11.28125,1
11,0.0,0.0,34.30003442,0.0,0.0,64.078125,11.296875,64.078125,11.296875,1
12,0.0,0.0,34.39529477,0.0,0.0,64.0546875,11.265625,64.0546875,11.265625,1
13,0.0,0.0,34.49498853,0.0,0.0,64.078125,11.2890625,64.078125,11.2890625,1
14,0.0,0.0,34.59044168,0.0,0.0,64.1015625,11.2734375,64.1015625,11.2734375,1
15,0.0,0.0,34.68705797,0.0,0.0,64.09375,11.28125,64.09375,11.28125,1
16,0.0,0.0,34.7840153,0.0,0.0,64.09375,11.3125,64.09375,11.3125,1
17,0.0,0.0,34.88199575,0.0,0.0,64.0859375,11.28125,64.0859375,11.28125,1
18,0.0,0.0,34.97947714,0.0,0.0,64.09375,11.2890625,64.09375,11.2890625,1
19,0.0,0.0,35.07691152,0.0,0.0,64.1015625,11.28125,64.1015625,11.28125,1
20,0.0,0.0,35.17399987,0.0,0.0,64.1015625,11.265625,64.1015625,11.265625,1
21,0.0,0.0,35.26958304,0.0,0.0,64.078125,11.2578125,64.078125,11.2578125,1
22,0.0,0.0,35.36691741,0.0,0.0,64.0859375,11.2578125,64.0859375,11.2578125,1
23,0.0,0.0,35.46439965,0.0,0.0,64.1171875,11.265625,64.1171875,11.265625,1
24,0.0,0.0,35.56279068,0.0,0.0,64.125,11.2734375,64.125,11.2734375,1
25,0.0,0.0,35.66178378,0.0,0.0,64.125,11.2890625,64.125,11.2890625,1
26,0.0,0.0,35.76033584,0.0,0.0,64.1328125,11.2734375,64.1328125,11.2734375,1
27,0.0,0.0,35.85745373,0.0,0.0,64.1328125,11.265625,64.1328125,11.265625,1
28,0.0,0.0,35.95469263,0.0,0.0,64.140625,11.2734375,64.140625,11.2734375,1
29,0.0,0.0,36.05111645,0.0,0.0,64.1328125,11.2734375,64.1328125,11.2734375,1
30,0.0,0.0,36.14772528,0.0,0.0,64.1171875,11.2578125,64.1171875,11.2578125,1
31,0.0,0.0,36.24499419,0.0,0.0,64.1171875,11.2578125,64.1171875,11.2578125,1
32,0.0,0.0,36.34247713,0.0,0.0,64.1171875,11.2578125,64.1171875,11.2578125,1
33,0.0,0.0,36.44078008,0.0,0.0,64.1171875,11.25,64.1171875,11.25,1
34,0.0,0.0,36.53955946,0.0,0.0,64.2109375,11.40625,64.2109375,11.40625,1
35,0.0,0.0,36.63787579,0.0,0.0,64.1796875,11.3203125,64.1796875,11.3203125,1
36,0.0,0.0,36.73644914,0.0,0.0,64.1875,11.2890625,64.1875,11.2890625,1
37,0.0,0.0,36.83402539,0.0,0.0,64.1875,11.2734375,64.1875,11.2734375,1
38,0.0,0.0,36.93292878,0.0,0.0,64.1875,11.28125,64.1875,11.28125,1
39,0.0,0.0,37.02924889,0.0,0.0,64.1875,11.28125,64.1875,11.28125,1
40,0.0,0.0,37.12533499,0.0,0.0,64.1875,11.2890625,64.1875,11.2890625,1
41,0.0,0.0,37.22271922,0.0,0.0,64.171875,11.296875,64.171875,11.296875,1
42,0.0,0.0,37.31860629,0.0,0.0,64.171875,11.3046875,64.171875,11.3046875,1
43,0.0,0.0,37.41643956,0.0,0.0,64.1640625,11.3046875,64.1640625,11.3046875,1
44,0.0,0.0,37.51311938,0.0,0.0,64.1640625,11.296875,64.1640625,11.296875,1
45,0.0,0.0,37.61123549,0.0,0.0,64.1640625,11.28125,64.1640625,11.28125,1
46,0.0,0.0,37.70954061,0.0,0.0,64.1640625,11.2734375,64.1640625,11.2734375,1
47,0.0,0.0,37.80781673,0.0,0.0,64.1640625,11.2890625,64.1640625,11.2890625,1
48,0.0,0.0,37.90438466,0.0,0.0,64.15625,11.28125,64.15625,11.28125,1
49,0.0,0.0,38.00178369,0.0,0.0,64.15625,11.2890625,64.15625,11.2890625,1
50,0.0,0.0,38.10014982,0.0,0.0,64.1484375,11.2890625,64.1484375,11.2890625,1
51,0.0,0.0,38.19873598,0.0,0.0,64.125,11.265625,64.125,11.265625,1
52,0.0,0.0,38.29560994,0.0,0.0,64.1328125,11.265625,64.1328125,11.265625,1
53,0.0,0.0,38.39256191,0.0,0.0,64.1171875,11.25,64.1171875,11.25,1
54,0.0,0.0,38.48997618,0.0,0.0,64.0859375,11.25,64.0859375,11.25,1
55,0.0,0.0,38.58919312,0.0,0.0,64.1171875,11.265625,64.1171875,11.265625,1
56,0.0,0.0,38.68567678,0.0,0.0,64.125,11.2890625,64.125,11.2890625,1
57,0.0,0.0,38.78309553,0.0,0.0,64.125,11.28125,64.125,11.28125,1
58,0.0,0.0,38.87996123,0.0,0.0,64.125,11.296875,64.125,11.296875,1
59,0.0,0.0,38.97880013,0.0,0.0,64.1171875,11.28125,64.1171875,11.28125,1
60,0.0,0.0,39.07716198,0.0,0.0,64.1015625,11.2578125,64.1015625,11.2578125,1
61,0.0,0.0,39.17690497,0.0,0.0,64.1015625,11.2734375,64.1015625,11.2734375,1
62,0.0,0.0,39.27224252,0.0,0.0,64.0703125,11.265625,64.0703125,11.265625,1
63,0.0,0.0,39.36804211,0.0,0.0,64.09375,11.2734375,64.09375,11.2734375,1
64,0.0,0.0,39.46577553,0.0,0.0,64.09375,11.2890625,64.09375,11.2890625,1
65,0.0,0.0,39.56269102,0.0,0.0,64.1015625,11.2578125,64.1015625,11.2578125,1
66,0.0,0.0,39.65978652,0.0,0.0,64.09375,11.25,64.09375,11.25,1
67,0.0,0.0,39.75720407,0.0,0.0,64.0859375,11.2578125,64.0859375,11.2578125,1
68,0.0,0.0,39.8544706,0.0,0.0,64.0859375,11.2578125,64.0859375,11.2578125,1
69,0.0,0.0,39.94922883,0.0,0.0,64.09375,11.25,64.09375,11.25,1
70,0.0,0.0,40.04657137,0.0,0.0,64.09375,11.265625,64.09375,11.265625,1
71,0.0,0.0,40.14370288,0.0,0.0,64.1015625,11.2578125,64.1015625,11.2578125,1
72,0.0,0.0,40.24026833,0.0,0.0,64.078125,11.2421875,64.078125,11.2421875,1
73,0.0,0.0,40.33761086,0.0,0.0,64.0546875,11.25,64.0546875,11.25,1
74,0.0,0.0,40.43427431,0.0,0.0,64.03125,11.25,64.03125,11.25,1
75,0.0,0.0,40.52990111,0.0,0.0,64.015625,11.25,64.015625,11.25,1
76,0.0,0.0,40.62762115,0.0,0.0,64.015625,11.2421875,64.015625,11.2421875,1
77,0.0,0.0,40.72474813,0.0,0.0,64.0234375,11.2578125,64.0234375,11.2578125,1
78,0.0,0.0,40.82077098,0.0,0.0,64.03125,11.25,64.03125,11.25,1
79,0.0,0.0,40.91775794,0.0,0.0,64.0,11.234375,64.0,11.234375,1
80,0.0,0.0,41.01400082,0.0,0.0,64.0078125,11.234375,64.0078125,11.234375,1
81,0.0,0.0,41.11128581,0.0,0.0,64.0078125,11.2265625,64.0078125,11.2265625,1
82,0.0,0.0,41.2085308,0.0,0.0,64.0234375,11.2578125,64.0234375,11.2578125,1
83,0.0,0.0,41.30605482,0.0,0.0,64.0234375,11.2578125,64.0234375,11.2578125,1
84,0.0,0.0,41.40316979,0.0,0.0,63.9921875,11.25,63.9921875,11.25,1
85,0.0,0.0,41.50069501,0.0,0.0,63.9921875,11.25,63.9921875,11.25,1
86,0.0,0.0,41.59760025,0.0,0.0,63.9921875,11.25,63.9921875,11.25,1
87,0.0,0.0,41.69664374,0.0,0.0,64.0078125,11.2578125,64.0078125,11.2578125,1
88,0.0,0.0,41.79297791,0.0,0.0,64.0078125,11.2578125,64.0078125,11.2578125,1
89,0.0,0.0,41.8903072,0.0,0.0,64.0078125,11.265625,64.0078125,11.265625,1
90,0.0,0.0,41.98650535,0.0,0.0,64.0,11.265625,64.0,11.265625,1
91,0.0,0.0,42.08394165,0.0,0.0,63.9765625,11.2421875,63.9765625,11.2421875,1
92,0.0,0.0,42.181794,0.0,0.0,64.0,11.25,64.0,11.25,1
93,0.0,0.0,42.27903028,0.0,0.0,63.9765625,11.234375,63.9765625,11.234375,1
94,0.0,0.0,42.3749504,0.0,0.0,63.96875,11.2421875,63.96875,11.2421875,1
95,0.0,0.0,42.47226459,0.0,0.0,63.9453125,11.2265625,63.9453125,11.2265625,1
96,0.0,0.0,42.56916368,0.0,0.0,63.9453125,11.21875,63.9453125,11.21875,1
97,0.0,0.0,42.66425679,0.0,0.0,63.96875,11.2265625,63.96875,11.2265625,1
98,0.0,0.0,42.76037589,0.0,0.0,63.9765625,11.2421875,63.9765625,11.2421875,1
99,0.0,0.0,42.855661,0.0,0.0,63.9921875,11.2421875,63.9921875,11.2421875,1
100,0.0,0.0,42.9513741,0.0,0.0,64.0,11.2578125,64.0,11.2578125,1
101,0.0,0.0,43.04798919,0.0,0.0,64.0,11.25,64.0,11.25,1
102,0.0,0.0,43.14414829,0.0,0.0,63.9765625,11.2421875,63.9765625,11.2421875,1
103,0.0,0.0,43.23993939,0.0,0.0,63.9765625,11.234375,63.9765625,11.234375,1
104,0.0,0.0,43.33654648,0.0,0.0,63.9765625,11.2265625,63.9765625,11.2265625,1
105,0.0,0.0,43.43366977,0.0,0.0,63.9765625,11.2265625,63.9765625,11.2265625,1
106,0.0,0.0,43.530729,0.0,0.0,63.96875,11.234375,63.96875,11.234375,1
107,0.0,0.0,43.62825127,0.0,0.0,63.9375,11.234375,63.9375,11.234375,1
108,0.0,0.0,43.72496447,0.0,0.0,63.96875,11.25,63.96875,11.25,1
109,0.0,0.0,43.82206471,0.0,0.0,63.96875,11.234375,63.96875,11.234375,1
110,0.0,0.0,43.91952797,0.0,0.0,63.984375,11.234375,63.984375,11.234375,1
111,0.0,0.0,44.01750828,0.0,0.0,64.0,11.234375,64.0,11.234375,1
112,0.0,0.0,44.11489154,0.0,0.0,64.0,11.2421875,64.0,11.2421875,1
113,0.0,0.0,44.21336089,0.0,0.0,63.96875,11.2265625,63.96875,11.2265625,1
114,0.0,0.0,44.31000209,0.0,0.0,63.9609375,11.234375,63.9609375,11.234375,1
115,0.0,0.0,44.4067583,0.0,0.0,63.9609375,11.234375,63.9609375,11.234375,1
116,0.0,0.0,44.50369619,0.0,0.0,63.96875,11.234375,63.96875,11.234375,1
117,0.0,0.0,44.60215108,0.0,0.0,63.9765625,11.2421875,63.9765625,11.2421875,1
118,0.0,0.0,44.6995819,0.0,0.0,63.9921875,11.2578125,63.9921875,11.2578125,1
119,0.0,0.0,44.79639366,0.0,0.0,63.9921875,11.25,63.9921875,11.25,1
120,0.0,0.0,44.89329643,0.0,0.0,64.0,11.25,64.0,11.25,1
121,0.0,0.0,44.99037622,0.0,0.0,64.0,11.25,64.0,11.25,1
122,0.0,0.0,45.08531583,0.0,0.0,64.0,11.2421875,64.0,11.2421875,1
123,0.0,0.0,45.1822276,0.0,0.0,63.96875,11.2421875,63.96875,11.2421875,1
124,0.0,0.0,45.27928338,0.0,0.0,63.984375,11.25,63.984375,11.25,1
125,0.0,0.0,45.37728624,0.0,0.0,63.984375,11.2578125,63.984375,11.2578125,1
126,0.0,0.0,45.47557392,0.0,0.0,64.0,11.2578125,64.0,11.2578125,1
127,0.0,0.0,45.57379434,0.0,0.0,64.0,11.265625,64.0,11.265625,1
128,0.0,0.0,45.67141572,0.0,0.0,64.0078125,11.265625,64.0078125,11.265625,1
129,0.0,0.0,45.76889409,0.0,0.0,63.9765625,11.2421875,63.9765625,11.2421875,1
130,0.0,0.0,45.86665148,0.0,0.0,64.015625,11.25,64.015625,11.25,1
131,0.0,0.0,45.96277374,0.0,0.0,64.015625,11.2421875,64.015625,11.2421875,1
132,0.0,0.0,46.05998409,0.0,0.0,64.0078125,11.234375,64.0078125,11.234375,1
133,0.0,0.0,46.15730044,0.0,0.0,64.015625,11.25,64.015625,11.25,1
134,0.0,0.0,46.25427277,0.0,0.0,63.984375,11.2421875,63.984375,11.2421875,1
135,0.0,0.0,46.35140011,0.0,0.0,63.984375,11.25,63.984375,11.25,1
136,0.0,0.0,46.44857406,0.0,0.0,64.0,11.2421875,64.0,11.2421875,1
137,0.0,0.0,46.54660815,0.0,0.0,64.0,11.25,64.0,11.25,1
138,0.0,0.0,46.64405221,0.0,0.0,64.0078125,11.2421875,64.0078125,11.2421875,1
139,0.0,0.0,46.74047023,0.0,0.0,64.0,11.234375,64.0,11.234375,1
140,0.0,0.0,46.83712225,0.0,0.0,64.015625,11.25,64.015625,11.25,1
141,0.0,0.0,46.93500234,0.0,0.0,64.03125,11.25,64.03125,11.25,1
142,0.0,0.0,47.03201038,0.0,0.0,64.0390625,11.265625,64.0390625,11.265625,1
143,0.0,0.0,47.12885341,0.0,0.0,64.03125,11.2578125,64.03125,11.2578125,1
144,0.0,0.0,47.22367634,0.0,0.0,64.0234375,11.265625,64.0234375,11.265625,1
145,0.0,0.0,47.32028636,0.0,0.0,64.03125,11.265625,64.03125,11.265625,1
146,0.0,0.0,47.41629035,0.0,0.0,64.0,11.2421875,64.0,11.2421875,1
147,0.0,0.0,47.51380813,0.0,0.0,64.0703125,11.265625,64.0703125,11.265625,1
148,0.0,0.0,47.60835402,0.0,0.0,64.0546875,11.2734375,64.0546875,11.2734375,1
149,0.0,0.0,47.70360496,0.0,0.0,64.078125,11.2734375,64.078125,11.2734375,1
150,0.0,0.0,47.79920592,0.0,0.0,64.0703125,11.28125,64.0703125,11.28125,1
151,0.0,0.0,47.89728207,0.0,0.0,64.078125,11.28125,64.078125,11.28125,1
152,0.0,0.0,47.99494418,0.0,0.0,64.0546875,11.28125,64.0546875,11.28125,1
